PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
TNFRSF11A	interacts-with	VAV3	NetPath	19258703	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_baaac9d98132b9b1293625e2c83331e6
TNFRSF11B	interacts-with	TNFSF11	NetPath	10225954;14741739;17530461;9568710	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_62a782987fc0dad26f2febb2f542defe;http://pathwaycommons.org/pc2/MolecularInteraction_1a9ac04d1a3d21193e3991fa082228ee
TNFRSF12A	interacts-with	TNFSF12	NetPath	16526941;19241374;22081603	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_c09e8c615d05fadbd64a064706f8e2a4
TNFRSF12A	interacts-with	TRAF1	NetPath	12529173;12767899	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_94a0ffad054928badd1cfa430110eec7
TNFRSF12A	interacts-with	TRAF2	NetPath	12529173;12767899;18606850;20356846;21525013	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_e354b9f4bcb52a8b04bb9cf8d2894e2e;http://pathwaycommons.org/pc2/MolecularInteraction_77465b96b4a892ec5828eefc3ebb287a
TNFRSF12A	interacts-with	TRAF3	NetPath	12529173;12767899	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_cc915ce96dbcd7c73e8bca50a5eafbdc
TNFRSF12A	interacts-with	TRAF5	NetPath	12529173;12767899	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_b492a5c22fa1873502f1e838b736a84e
TNFRSF1A	in-complex-with	TNFRSF1B	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
TNFRSF1A	in-complex-with	TRADD	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
TNFRSF1A	interacts-with	TRADD	NetPath	10634209;12887920;19150425;21119000;21741934;21760970;7758105;8565075;8791485;8943045	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_96ccce2c895df12753cb6577235fbdc2;http://pathwaycommons.org/pc2/MolecularInteraction_4185e4ffcc62f640611681a824c30a6b;http://pathwaycommons.org/pc2/MolecularInteraction_fbbffb7f6e9e340c9cea462b31e3de3f;http://pathwaycommons.org/pc2/MolecularInteraction_ce7d1561d9b38a9bee2f9bb5bc912079;http://pathwaycommons.org/pc2/MolecularInteraction_a480bfe46ad4ed7e0465a9c1da4634a9;http://pathwaycommons.org/pc2/MolecularInteraction_e90c4e10db54bbda7375fd8420cb4c3b
TNFRSF1A	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
TNFRSF1A	interacts-with	TRAF2	NetPath	11112773;12887920;19150425;20333651;20448643;21119000;21741934	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_1ba6f99c827b6f051870939d2333cf63;http://pathwaycommons.org/pc2/MolecularInteraction_56b2acf447fd53e523470a50c8f1f585;http://pathwaycommons.org/pc2/MolecularInteraction_1ab108654b19096fb48d7841aa3ad782;http://pathwaycommons.org/pc2/MolecularInteraction_96ccce2c895df12753cb6577235fbdc2;http://pathwaycommons.org/pc2/MolecularInteraction_4185e4ffcc62f640611681a824c30a6b;http://pathwaycommons.org/pc2/MolecularInteraction_a480bfe46ad4ed7e0465a9c1da4634a9;http://pathwaycommons.org/pc2/MolecularInteraction_3d74191e5e74e6a552dfae7b7ea6009b;http://pathwaycommons.org/pc2/MolecularInteraction_e90c4e10db54bbda7375fd8420cb4c3b
TNFRSF1A	interacts-with	TRAP1	NetPath	7876093	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_2389d8c62bf77117e136a542b767612b
TNFRSF1A	interacts-with	UBE2I	NetPath	9563508	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_2c25987cf89d3c7b4479e117a333d0e6
TNFRSF1B	in-complex-with	TRADD	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
TNFRSF1B	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
TNFRSF1B	interacts-with	TRAF2	NetPath	14743216;7544915	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_63ff65cca8beb8387b7d316e32240017
TNFRSF25	interacts-with	TNFSF12	NetPath	10382740;11094155	TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_f2e8953bbdeb6dff35189e33e999c305
TNFRSF8	interacts-with	TRAF2	NetPath	10860854	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_6d8ae22b2adad46c098f14364b4803a7
TNF	interacts-with	TNFRSF1A	NetPath	10634209;10891884;14743216;15485837;20045350;3034874	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_be8104aec061f6ebcdb6ab65e502a5ee;http://pathwaycommons.org/pc2/MolecularInteraction_380f19fbf1dec7326cf65e45cd9a876e;http://pathwaycommons.org/pc2/MolecularInteraction_ab786966cee38c965553914c1f6e61c0
TNF	interacts-with	TNFRSF1B	NetPath	15485837;1655744;20045350;2158863;7664431	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_7dcb07675c40993c8f16b9f19352a7c1;http://pathwaycommons.org/pc2/MolecularInteraction_ab786966cee38c965553914c1f6e61c0;http://pathwaycommons.org/pc2/MolecularInteraction_3cdba30abe160f51be4fc0fe2b08f2b6
TNF	interacts-with	TRADD	NetPath	15485837	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_ab786966cee38c965553914c1f6e61c0
TNF	interacts-with	TRAF2	NetPath	15485837	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_ab786966cee38c965553914c1f6e61c0
TNK2	controls-phosphorylation-of	MCF2	NetPath	11394904	EGFR1	http://pathwaycommons.org/pc2/BiochemicalReaction_ba1429f16d5654ab433424ff409e24b2;http://pathwaycommons.org/pc2/Catalysis_0e638693ec65a7147c6eee5ced529a8b
TNK2	controls-state-change-of	MCF2	NetPath	11394904	EGFR1	http://pathwaycommons.org/pc2/BiochemicalReaction_ba1429f16d5654ab433424ff409e24b2;http://pathwaycommons.org/pc2/Catalysis_0e638693ec65a7147c6eee5ced529a8b
TOP1	in-complex-with	XRCC6	NetPath			http://pathwaycommons.org/pc2/Complex_800c36a41d3b9cf243ec625c385dfb1c
TRADD	in-complex-with	TRAF1	NetPath			http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015
TRADD	interacts-with	TRAF1	NetPath	8565075	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_2af2b2373a873df5d589834f1810d8ad
TRADD	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff;http://pathwaycommons.org/pc2/Complex_381d8ffaa2042819a750cfd304302c2a;http://pathwaycommons.org/pc2/Complex_6ab5dfba0117b85e07f2406dfeea4124;http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015;http://pathwaycommons.org/pc2/Complex_e35bbe28e360657a42b90b6a8dd4068a;http://pathwaycommons.org/pc2/Complex_01ca7142328768e1d29b34f11335e51e;http://pathwaycommons.org/pc2/Complex_da488d83b649f9435599d9f62df719df
TRADD	interacts-with	TRAF2	NetPath	11112773;14743216;8565075	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_12a90c723790efc326b4bf9749bdbf5b;http://pathwaycommons.org/pc2/MolecularInteraction_2cf6bb76ea1e40d0881309dd1633fec0
TRAF1	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015
TRAF1	in-complex-with	TRAF3	NetPath			http://pathwaycommons.org/pc2/Complex_5f34afc9026f22986b5c0dc72f5c3731
TRAF1	in-complex-with	TRAF6	NetPath			http://pathwaycommons.org/pc2/Complex_5f34afc9026f22986b5c0dc72f5c3731
TRAF2	controls-state-change-of	RIPK1	NetPath	15258597;16936264;8612133	TNFalpha	http://pathwaycommons.org/pc2/BiochemicalReaction_be52bdc13e1b5246b37454a643df7150;http://pathwaycommons.org/pc2/Catalysis_3fa6cdcc54f8d9a243dfd2c9083fccc4
TRAF2	interacts-with	TRPC4AP	NetPath	16876162	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_484e43fe1adb8212bc72149535cffa9a
TRAF3	in-complex-with	TRAF6	NetPath			http://pathwaycommons.org/pc2/Complex_5f34afc9026f22986b5c0dc72f5c3731
TRAF6	controls-state-change-of	FHL2	NetPath	18768464	RANKL	http://pathwaycommons.org/pc2/Catalysis_8250c5ad619087797fe7892bbfd30cb5;http://pathwaycommons.org/pc2/BiochemicalReaction_1013ccc6c4418c40ecb66843c528d430
TRAF6	controls-state-change-of	MAP3K7	NetPath	19843958	IL1	http://pathwaycommons.org/pc2/BiochemicalReaction_5108c86ab2b2b480cd8d111d70ddd618;http://pathwaycommons.org/pc2/Catalysis_e782bc64e47a82ca4509776f2c9c8a89
TRAF6	controls-state-change-of	TAB2	NetPath	14633987	IL1	http://pathwaycommons.org/pc2/BiochemicalReaction_00e5fd68732d63d4e11148506d83f2fc;http://pathwaycommons.org/pc2/Catalysis_c57590d9e4dd644b95aa37f15b0eeb6c
TRAF6	controls-state-change-of	TAB3	NetPath	14633987	IL1	http://pathwaycommons.org/pc2/Catalysis_caeea145b24e881c19782a0a9ce559ea;http://pathwaycommons.org/pc2/BiochemicalReaction_948576699ab4fcb6a57b1ba73b9f3cab
TRAF6	interacts-with	ZFAND5	NetPath	14754897	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_0b2a227c09e50a8e1f6b3ed2b4c763c4
TREM2	interacts-with	TYROBP	NetPath	15085135	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_da1017c9ed3996674110aca358bd0429
TRIM32	controls-state-change-of	XIAP	NetPath	21628460	TNFalpha	http://pathwaycommons.org/pc2/BiochemicalReaction_302c695b0922ecd0c830e6b7c399d33f;http://pathwaycommons.org/pc2/Catalysis_bc3a4945cfabcc19786c3fb27ddf65d1
TRIM32	interacts-with	XIAP	NetPath	21628460	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_dcad7231099f14009988e8da0fbd7f49
TSHB	interacts-with	TSHR	NetPath	12960016;15650352;18606720;19386596;20181794;6138364;8626810	TSH	http://pathwaycommons.org/pc2/MolecularInteraction_692e9621637ca837a3513b4038941bb4
TUBA4A	interacts-with	VAV1	NetPath	8530437	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_db58173ac6befb52be26ba3c8e5d5212
TUBA4A	interacts-with	ZAP70	NetPath	8530437	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_89f810b9345bc1a0dbb0bae932123461
TUBB	interacts-with	VAV1	NetPath	8530437	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_d1997c452fd734be9152b0995e6c1640
TUBB	interacts-with	ZAP70	NetPath	8530437	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_a921f70a328b8da955a3dc257eafe6a5
TXN	interacts-with	TXNIP	NetPath	21636804	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_99163503d48b5434094f34785efb5629
UBB	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
UBB	in-complex-with	YWHAZ	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
UBE2D1	controls-state-change-of	SKIL	NetPath	11691834	TGF_beta_Receptor	http://pathwaycommons.org/pc2/Catalysis_dfe593bab0a646061b39b91ac78d2b4e;http://pathwaycommons.org/pc2/BiochemicalReaction_0dffa6c2d81784c3bc17da653b979cbb
UBE2D1	in-complex-with	UBE2D2	NetPath			http://pathwaycommons.org/pc2/Complex_d675f926faac92cee8e297d8b7c43143
UBE2D1	in-complex-with	UBE2D3	NetPath			http://pathwaycommons.org/pc2/Complex_d675f926faac92cee8e297d8b7c43143
UBE2D2	controls-state-change-of	NFKBIA	NetPath	10329681	TNFalpha	http://pathwaycommons.org/pc2/Catalysis_fc446bb93a9fe47732538e21c3bdf704;http://pathwaycommons.org/pc2/BiochemicalReaction_9467bb8c45f6fcd97a9031c4ed607f37
UBE2D2	controls-state-change-of	SKIL	NetPath	11691834	TGF_beta_Receptor	http://pathwaycommons.org/pc2/Catalysis_dfe593bab0a646061b39b91ac78d2b4e;http://pathwaycommons.org/pc2/BiochemicalReaction_0dffa6c2d81784c3bc17da653b979cbb
UBE2D2	controls-state-change-of	SMAD2	NetPath	10587642	TGF_beta_Receptor	http://pathwaycommons.org/pc2/Catalysis_d2c9b0615413803d909547bdaeaa06d3;http://pathwaycommons.org/pc2/BiochemicalReaction_542cc67632511e8f90dfe154128bf8e3
UBE2D2	in-complex-with	UBE2D3	NetPath			http://pathwaycommons.org/pc2/Complex_d675f926faac92cee8e297d8b7c43143;http://pathwaycommons.org/pc2/Complex_710ab35e604c1e05ae51744cfccb9353
UBE2D3	controls-state-change-of	NFKB1	NetPath	10835356	TNFalpha	http://pathwaycommons.org/pc2/Catalysis_eb0876659532bda83b0e1a9c2fd84f35;http://pathwaycommons.org/pc2/BiochemicalReaction_d121783d3c93c62ad46f71a0def930fd
UBE2D3	controls-state-change-of	NFKBIA	NetPath	10329681	TNFalpha	http://pathwaycommons.org/pc2/BiochemicalReaction_9467bb8c45f6fcd97a9031c4ed607f37;http://pathwaycommons.org/pc2/Catalysis_378e2950f6210dafccbc18209da2e11d
UBE2D3	controls-state-change-of	SKIL	NetPath	11691834	TGF_beta_Receptor	http://pathwaycommons.org/pc2/Catalysis_dfe593bab0a646061b39b91ac78d2b4e;http://pathwaycommons.org/pc2/BiochemicalReaction_0dffa6c2d81784c3bc17da653b979cbb
UBE2D3	controls-state-change-of	SMAD2	NetPath	10587642	TGF_beta_Receptor	http://pathwaycommons.org/pc2/Catalysis_d2c9b0615413803d909547bdaeaa06d3;http://pathwaycommons.org/pc2/BiochemicalReaction_542cc67632511e8f90dfe154128bf8e3
UBE2I	controls-state-change-of	AR	NetPath	11121022;12177000	AndrogenReceptor	http://pathwaycommons.org/pc2/BiochemicalReaction_c890975a943fbf9dda0e95b7ddd22c29;http://pathwaycommons.org/pc2/Catalysis_8fd31b4ae65707b3333cd499a5275489
UBE2N	controls-state-change-of	TRAF6	NetPath	11057907;11460167	IL1	http://pathwaycommons.org/pc2/Catalysis_01b0fcc31c9eac3e69cd5d0e83ba03e1;http://pathwaycommons.org/pc2/BiochemicalReaction_71f758fd74012868e0c208b483583881
UBE2N	in-complex-with	UBE2V1	NetPath			http://pathwaycommons.org/pc2/Complex_800576dd2248a3f5bfa019f4dae1f9f7
UBE2V1	controls-state-change-of	TRAF6	NetPath	11057907;11460167	IL1	http://pathwaycommons.org/pc2/Catalysis_01b0fcc31c9eac3e69cd5d0e83ba03e1;http://pathwaycommons.org/pc2/BiochemicalReaction_71f758fd74012868e0c208b483583881
VAV1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_0262815b73d95fb6495178872aa207b5
VAV1	in-complex-with	ZAP70	NetPath			http://pathwaycommons.org/pc2/Complex_da44d98ac5e451cd3f6907d720cd8223
VAV1	interacts-with	ZAP70	NetPath	10221598	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_f28fb1c9d172f76ae6ba33c9bb13dba5
VAV2	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
VAV2	in-complex-with	YWHAZ	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
WAS	in-complex-with	WIPF1	NetPath			http://pathwaycommons.org/pc2/Complex_581a6318c1faf42f50bc8cc16de38d67
WAS	interacts-with	WIPF1	NetPath	19643989	KitReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_b97ac7cff63427022c547ce22eedfb58;http://pathwaycommons.org/pc2/MolecularInteraction_93bec2995fd6a174bf42e5d3d891dc80
WAS	interacts-with	ZAP70	NetPath	12504004	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_1051625b1cdfb95031d631c218721dae
WIF1	interacts-with	WNT11	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIF1	interacts-with	WNT3A	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIF1	interacts-with	WNT4	NetPath	15555925;19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc;http://pathwaycommons.org/pc2/MolecularInteraction_e2b3e355a73ccbfeb0902b8c39d0e0ee
WIF1	interacts-with	WNT5A	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIF1	interacts-with	WNT5B	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIF1	interacts-with	WNT7A	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIF1	interacts-with	WNT9A	NetPath	19755491	Wnt	http://pathwaycommons.org/pc2/MolecularInteraction_7dc2e96397b7d8393ac9ef8d1551a6fc
WIPF1	interacts-with	ZAP70	NetPath	12504004	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_17881b89bca2cecb49d1a066e7b30b84;http://pathwaycommons.org/pc2/MolecularInteraction_1051625b1cdfb95031d631c218721dae
WNT11	in-complex-with	WNT3A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT11	in-complex-with	WNT4	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT11	in-complex-with	WNT5A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT11	in-complex-with	WNT5B	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT11	in-complex-with	WNT7A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT11	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT1	in-complex-with	WNT2	NetPath			http://pathwaycommons.org/pc2/Complex_e9272e09970764e5213a6f9e8c83d13b
WNT3A	in-complex-with	WNT4	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT3A	in-complex-with	WNT5A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT3A	in-complex-with	WNT5B	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT3A	in-complex-with	WNT7A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT3A	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT4	in-complex-with	WNT5A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT4	in-complex-with	WNT5B	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT4	in-complex-with	WNT7A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT4	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT5A	in-complex-with	WNT5B	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT5A	in-complex-with	WNT7A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT5A	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT5B	in-complex-with	WNT7A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT5B	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
WNT7A	in-complex-with	WNT9A	NetPath			http://pathwaycommons.org/pc2/Complex_465ebdb754fc5a193f840eda1c979e90
ZAP70	controls-phosphorylation-of	DBNL	NetPath	14557276	TCR	http://pathwaycommons.org/pc2/Catalysis_4e601f49c46b9a2c1ed2cb65dd0c41e7;http://pathwaycommons.org/pc2/BiochemicalReaction_cf5620a6300615df62068bad70f40823
ZAP70	controls-state-change-of	DBNL	NetPath	14557276	TCR	http://pathwaycommons.org/pc2/Catalysis_4e601f49c46b9a2c1ed2cb65dd0c41e7;http://pathwaycommons.org/pc2/BiochemicalReaction_cf5620a6300615df62068bad70f40823
ZAP70	controls-phosphorylation-of	DUSP3	NetPath	12447358	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_0184c1131476a36566b52e0f43c05493;http://pathwaycommons.org/pc2/Catalysis_d39e2670ef7b26b077d4dbbd707755fd
ZAP70	controls-state-change-of	DUSP3	NetPath	12447358	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_0184c1131476a36566b52e0f43c05493;http://pathwaycommons.org/pc2/Catalysis_d39e2670ef7b26b077d4dbbd707755fd
ZAP70	controls-phosphorylation-of	GAB2	NetPath	11572860	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_5b4d9db5d8f07d4e1b3be9d38c48fca8;http://pathwaycommons.org/pc2/Catalysis_c8d87fe6ecb0b25fba71db5e129de664
ZAP70	controls-state-change-of	GAB2	NetPath	11572860	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_5b4d9db5d8f07d4e1b3be9d38c48fca8;http://pathwaycommons.org/pc2/Catalysis_c8d87fe6ecb0b25fba71db5e129de664
ZAP70	controls-phosphorylation-of	LAT	NetPath	12186560;12359715;17938199;9489702	TCR	http://pathwaycommons.org/pc2/Catalysis_c803800ff2f044e6c8bb906d12179b69;http://pathwaycommons.org/pc2/BiochemicalReaction_9a44d78a787f9dfd8b236fd286642aa4
ZAP70	controls-state-change-of	LAT	NetPath	12186560;12359715;17938199;9489702	TCR	http://pathwaycommons.org/pc2/Catalysis_c803800ff2f044e6c8bb906d12179b69;http://pathwaycommons.org/pc2/BiochemicalReaction_9a44d78a787f9dfd8b236fd286642aa4
ZAP70	controls-phosphorylation-of	LAX1	NetPath	12359715	TCR	http://pathwaycommons.org/pc2/Catalysis_84c719217d8c70d186d045cad00950e0;http://pathwaycommons.org/pc2/BiochemicalReaction_fdbe3233ef9961ad88b36a8ccc53dfcd
ZAP70	controls-state-change-of	LAX1	NetPath	12359715	TCR	http://pathwaycommons.org/pc2/Catalysis_84c719217d8c70d186d045cad00950e0;http://pathwaycommons.org/pc2/BiochemicalReaction_fdbe3233ef9961ad88b36a8ccc53dfcd
ZAP70	controls-phosphorylation-of	LCP2	NetPath	17938199;9047237	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_b98ea9b183123f39bb8e16f08dbbd7f1;http://pathwaycommons.org/pc2/Catalysis_e8a59b5305605cd0cb2cf21aeb082c86
ZAP70	controls-state-change-of	LCP2	NetPath	17938199;9047237	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_b98ea9b183123f39bb8e16f08dbbd7f1;http://pathwaycommons.org/pc2/Catalysis_e8a59b5305605cd0cb2cf21aeb082c86
ZAP70	controls-phosphorylation-of	MUC1	NetPath	14766232	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_30c1af883934687a4dc4f9abe6f16e0b;http://pathwaycommons.org/pc2/Catalysis_58d0cabf992c876d50ed0f6970840a44
ZAP70	controls-state-change-of	MUC1	NetPath	14766232	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_30c1af883934687a4dc4f9abe6f16e0b;http://pathwaycommons.org/pc2/Catalysis_58d0cabf992c876d50ed0f6970840a44
ZAP70	controls-phosphorylation-of	NFAM1	NetPath	15143214	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_69d8a3ee9795f3278f0456a9975a6b99;http://pathwaycommons.org/pc2/Catalysis_655b18a1a54dcd2fa811e3e5a27fb00c
ZAP70	controls-state-change-of	NFAM1	NetPath	15143214	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_69d8a3ee9795f3278f0456a9975a6b99;http://pathwaycommons.org/pc2/Catalysis_655b18a1a54dcd2fa811e3e5a27fb00c
ZAP70	controls-phosphorylation-of	SH2B3	NetPath	9169414	TCR	http://pathwaycommons.org/pc2/Catalysis_a1d8d11726e1d47cd162909ae1deefbf;http://pathwaycommons.org/pc2/BiochemicalReaction_405020de34d1e956a899568c46dcc523
ZAP70	controls-state-change-of	SH2B3	NetPath	9169414	TCR	http://pathwaycommons.org/pc2/Catalysis_a1d8d11726e1d47cd162909ae1deefbf;http://pathwaycommons.org/pc2/BiochemicalReaction_405020de34d1e956a899568c46dcc523
ZAP70	controls-phosphorylation-of	SHC1	NetPath	9685404	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_dbdb402617b0fd2c6fca62e053861eb1;http://pathwaycommons.org/pc2/Catalysis_b98ad26fa0b2cacc5e7081f53b738cc8
ZAP70	controls-state-change-of	SHC1	NetPath	9685404	TCR	http://pathwaycommons.org/pc2/BiochemicalReaction_dbdb402617b0fd2c6fca62e053861eb1;http://pathwaycommons.org/pc2/Catalysis_b98ad26fa0b2cacc5e7081f53b738cc8
ZAP70	controls-phosphorylation-of	VAV1	NetPath	9047237	TCR	http://pathwaycommons.org/pc2/Catalysis_51baa83b6d9ae1f926d5695f9e2f6412;http://pathwaycommons.org/pc2/BiochemicalReaction_9fca8c8fe656e789725a3d1307591330
ZAP70	controls-state-change-of	VAV1	NetPath	9047237	TCR	http://pathwaycommons.org/pc2/Catalysis_51baa83b6d9ae1f926d5695f9e2f6412;http://pathwaycommons.org/pc2/BiochemicalReaction_9fca8c8fe656e789725a3d1307591330

PARTICIPANT	PARTICIPANT_TYPE	PARTICIPANT_NAME	UNIFICATION_XREF	RELATIONSHIP_XREF
USP6NL	ProteinReference	US6NL_HUMAN	uniprot knowledgebase:Q92738	hgnc symbol:USP6NL
ATF1	ProteinReference	ATF1_HUMAN	uniprot knowledgebase:P18846	hgnc symbol:ATF1
ATF2	ProteinReference	ATF2_HUMAN	uniprot knowledgebase:P15336	hgnc symbol:ATF2
SPI1	ProteinReference	SPI1_HUMAN	uniprot knowledgebase:P17947	hgnc symbol:SPI1
ZFYVE9	ProteinReference	ZFYV9_HUMAN	uniprot knowledgebase:O95405	hgnc symbol:ZFYVE9
ARAF	ProteinReference	ARAF_HUMAN	uniprot knowledgebase:P10398	hgnc symbol:ARAF
ATP5C1	ProteinReference	ATPG_HUMAN	uniprot knowledgebase:P36542	hgnc symbol:ATP5C1
FZD10	ProteinReference	FZD10_HUMAN	uniprot knowledgebase:Q9ULW2	hgnc symbol:FZD10
SLA2	ProteinReference	SLAP2_HUMAN	uniprot knowledgebase:Q9H6Q3	hgnc symbol:SLA2
RBPJ	ProteinReference	RBPJ		uniprot knowledgebase:Q06330
MYLK	ProteinReference	MYLK_HUMAN	uniprot knowledgebase:Q15746	hgnc symbol:MYLK
PSMD6	ProteinReference	PSMD6_HUMAN	uniprot knowledgebase:Q15008	hgnc symbol:PSMD6
TBK1	ProteinReference	TBK1_HUMAN	uniprot knowledgebase:Q9UHD2	hgnc symbol:TBK1
