Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
470637.html	P05556	P12814	ITGB1	ACTN1	3688	87	ENST00000302278 [P05556-1];ENST00000396033 [P05556-1];ENST00000423113 [P05556-5]	ENST00000193403 [P12814-1];ENST00000394419 [P12814-3];ENST00000438964 [P12814-2];ENST00000538545 [P12814-4]	direct interaction	biogrid	2116421	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04510
211690.html	Q02156	P12235	PRKCE	SLC25A4	5581	291	ENST00000306156	ENST00000281456	physical association	biogrid	12663490	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04022
39102.html	Q8N5V2	P63000	NGEF	RAC1	25791	5879	ENST00000264051 [Q8N5V2-1];ENST00000373552 [Q8N5V2-3];ENST00000409079 [Q8N5V2-2]	ENST00000348035 [P63000-1];ENST00000356142 [P63000-2]	physical association	intact	18256687	0.3819	1	0.617980582219215	High	Small-scale	hsa04360
137623.html	P11802	P42773	CDK4	CDKN2C	1019	1031	ENST00000257904 [P11802-1]	ENST00000262662;ENST00000371761;ENST00000396148	direct interaction;physical association;association	intact	26186194;8001816;unassigned1304;23455922;25416956;25910212;17353931;21988832;11900540;23602568;27107012	0.96435	0.6	0.760664183460744	High	Small-scale	hsa01522;hsa04110
369955.html	Q14790	P55212	CASP8	CASP6	841	839	ENST00000264274 [Q14790-3];ENST00000264275 [Q14790-4];ENST00000323492 [Q14790-2];ENST00000358485 [Q14790-9];ENST00000392258 [Q14790-5];ENST00000392263 [Q14790-2];ENST00000432109 [Q14790-1]	ENST00000265164 [P55212-1];ENST00000352981 [P55212-2]	direct interaction	biogrid	8962078;11832478;12232792	0.71461	0.6	0.654802260228231	High	Small-scale	hsa04210
332951.html	P46109	P05556	CRKL	ITGB1	1399	3688	ENST00000354336;ENST00000411769	ENST00000302278 [P05556-1];ENST00000396033 [P05556-1];ENST00000423113 [P05556-5]	physical association	dip	19168626	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04810
74219.html	P25101	P04899	EDNRA	GNAI2	1909	2771	ENST00000324300 [P25101-1];ENST00000358556 [P25101-4];ENST00000506066 [P25101-4];ENST00000510697 [P25101-3];ENST00000511804 [P25101-5]	ENST00000266027 [P04899-6];ENST00000313601 [P04899-1];ENST00000422163 [P04899-5];ENST00000440628 [P04899-6];ENST00000451956 [P04899-3]	direct interaction	hprd	7882989	0.27808	1	0.527332911925664	High	Small-scale	hsa04024
192255.html	P06241	P08575	FYN	PTPRC	2534	5788	ENST00000229471 [P06241-3];ENST00000354650 [P06241-1];ENST00000368667 [P06241-1];ENST00000368678 [P06241-2];ENST00000368682 [P06241-2];ENST00000538466 [P06241-2]	ENST00000367376;ENST00000573477;ENST00000573679;ENST00000594404	direct interaction	hprd	12589038;9535845;8980254;9368621	0.53389	1	0.730677767555576	High	Small-scale	hsa04660
402518.html	P42336	P32927	PIK3CA	CSF2RB	5290	1439	ENST00000263967	ENST00000403662 [P32927-1];ENST00000406230 [P32927-2]	direct interaction	dip	23526884	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04210
172726.html	Q07817	Q9C000	BCL2L1	NLRP1	598	22861	ENST00000307677 [Q07817-1];ENST00000376055 [Q07817-2];ENST00000376062 [Q07817-1]	ENST00000262467 [Q9C000-5];ENST00000269280 [Q9C000-2];ENST00000345221 [Q9C000-2];ENST00000354411 [Q9C000-4];ENST00000544378 [Q9C000-5];ENST00000571451 [Q9C000-2];ENST00000572272 [Q9C000-1];ENST00000577119 [Q9C000-3];ENST00000613500 [Q9C000-5];ENST00000617618 [Q9C000-1];ENST00000619223 [Q9C000-4]	direct interaction;physical association;association	intact	19223583;17418785	0.65863	1	0.811560225738053	High	Small-scale	hsa04621
462678.html	Q16584	O14733	MAP3K11	MAP2K7	4296	5609	ENST00000309100 [Q16584-1];ENST00000530153 [Q16584-2]	ENST00000397979 [O14733-1];ENST00000397981 [O14733-4];ENST00000397983 [O14733-3]	direct interaction	biogrid	10187804;15001580	0.60481	1	0.777695313088616	High	Small-scale	hsa04010
154037.html	P62070	P55196	RRAS2	AFDN	22800	4301	ENST00000256196 [P62070-1];ENST00000414023 [P62070-2];ENST00000526063 [P62070-2];ENST00000529237 [P62070-2];ENST00000532814 [P62070-2];ENST00000534746 [P62070-2];ENST00000537760 [P62070-3]	ENST00000392108 [P55196-6];ENST00000392112 [P55196-3];ENST00000400822 [P55196-5];ENST00000447894 [P55196-4]	direct interaction	biogrid	11788587	0.38507	1	0.620540087343275	High	Small-scale	hsa04014
352024.html	O75928	Q14765	PIAS2	STAT4	9063	6775	ENST00000324794 [O75928-2];ENST00000585916 [O75928-1]	ENST00000358470;ENST00000392320	direct interaction;physical association	biogrid	12716907	0.46361	0.6	0.527414448038732	High	Small-scale	hsa04630
76931.html	Q9NW38	Q9BXW9	FANCL	FANCD2	55120	2177	ENST00000233741 [Q9NW38-1];ENST00000402135 [Q9NW38-2]	ENST00000287647 [Q9BXW9-1];ENST00000383807 [Q9BXW9-2];ENST00000419585 [Q9BXW9-2];ENST00000431693 [Q9BXW9-4]	direct interaction	biogrid	21775430;24623813	0.54839	0.6	0.573614853364172	High	Small-scale	hsa03460
496663.html	Q9UQC2	P27986	GAB2	PIK3R1	9846	5295	ENST00000340149 [Q9UQC2-2];ENST00000361507 [Q9UQC2-1]	ENST00000320694 [P27986-3];ENST00000336483 [P27986-2];ENST00000521381 [P27986-1];ENST00000521657 [P27986-1];ENST00000523872 [P27986-5]	direct interaction;physical association;association	intact	10068651;16253990;10871282;16135792;16219545;11782427;11334882;14530346	0.92982	0.6	0.746921682641494	High	Small-scale	hsa04071;hsa04072;hsa04666;hsa05220
260435.html	O43504	Q5VZM2	LAMTOR5	RRAGB	10542	10325	ENST00000602318	ENST00000262850 [Q5VZM2-1];ENST00000374941 [Q5VZM2-2]	physical association;association	intact	22980980;25561175	0.60237	0.6	0.60118383211793	High	Small-scale	hsa04150
199334.html	Q04771	P08476	ACVR1	INHBA	90	3624	ENST00000263640;ENST00000409283;ENST00000410057;ENST00000434821	ENST00000242208;ENST00000442711;ENST00000638023	direct interaction;physical association	biogrid	11266516;8242742	0.5286	1	0.727048829171741	High	Small-scale	hsa04060
258764.html	P09471	Q00975	GNAO1	CACNA1B	2775	774	ENST00000262493 [P09471-1];ENST00000262494 [P09471-2];ENST00000638705 [P09471-1]	ENST00000277551 [Q00975-2];ENST00000371372 [Q00975-1]	direct interaction	biogrid	11395521	0.41838	0.55	0.479696779226211	High	Small-scale	hsa04723;hsa04725;hsa04726;hsa04727;hsa04728;hsa05032
183347.html	Q9UHI6	O14893	DDX20	GEMIN2	11218	8487	ENST00000369702 [Q9UHI6-1];ENST00000533164 [Q9UHI6-2]	ENST00000250379 [O14893-2];ENST00000308317 [O14893-1];ENST00000396249 [O14893-3];ENST00000412033 [O14893-4]	direct interaction;physical association;association	intact	11714716;23221635;10601333;11914277	0.79184	0.55	0.65993332996599	High	Small-scale	hsa03013
237376.html	P13236	P51685	CCL4	CCR8	388372;6351	1237	ENST00000615863;ENST00000617322;ENST00000621600	ENST00000326306 [P51685-1]	direct interaction	hprd	9521068	0.27808	1	0.527332911925664	High	Small-scale	hsa04062
105538.html	Q9UM11	Q9UJX4	FZR1	ANAPC5	51343	51433	ENST00000313639 [Q9UM11-3];ENST00000395095 [Q9UM11-1];ENST00000441788 [Q9UM11-2]	ENST00000261819 [Q9UJX4-1];ENST00000441917 [Q9UJX4-3]	direct interaction;physical association	biogrid	12956947;23160376	0.53276	0.6	0.565381287274349	High	Small-scale	hsa04914
416766.html	P38936	Q99683	CDKN1A	MAP3K5	1026	4217	ENST00000244741;ENST00000373711;ENST00000405375;ENST00000448526;ENST00000615513	ENST00000359015 [Q99683-1]	physical association	biogrid	12820963	0.3819	1	0.617980582219215	High	Small-scale	hsa01524
414600.html	Q9Y2M0	P54278	FAN1	PMS2	22909	107984056;5395	ENST00000362065 [Q9Y2M0-1];ENST00000561594 [Q9Y2M0-2];ENST00000561607 [Q9Y2M0-2];ENST00000565466 [Q9Y2M0-2];ENST00000621063 [Q9Y2M0-1]	ENST00000265849 [P54278-1];ENST00000382321 [P54278-2]	physical association;association	intact	20603015;26496610;17148452;20603073	0.78472	0.6	0.686171990101607	High	Small-scale	hsa03460
353021.html	Q8N122	Q15382	RPTOR	RHEB	57521	6009	ENST00000306801 [Q8N122-1];ENST00000544334 [Q8N122-3];ENST00000570891 [Q8N122-2]	ENST00000262187	direct interaction;physical association	intact	25446900;15854902;24337580	0.73503	0.6	0.664091861115614	High	Small-scale	hsa04151;hsa04152;hsa04211
125990.html	P80098	P49682	CCL7	CXCR3	6354	2833	ENST00000378569	ENST00000373691 [P49682-2];ENST00000373693 [P49682-1]	physical association	dip	9660793	0.3819	1	0.617980582219215	High	Small-scale	hsa04062
407491.html	Q9Y6D9	Q13257	MAD1L1	MAD2L1	8379	4085	ENST00000265854 [Q9Y6D9-1];ENST00000399654 [Q9Y6D9-1];ENST00000402746 [Q9Y6D9-3];ENST00000406869 [Q9Y6D9-1]	ENST00000296509 [Q13257-1];ENST00000333047 [Q13257-2]	direct interaction;physical association;association	intact	11459826;16189514;15694304;26258632;unassigned1304;22493223;24581499;21525009;25012665;21041666;18318601;18692475;26496610;21988832;11707408;21772247;10660610	0.97871	0.9	0.938530233929627	High	Small-scale	hsa04110
207937.html	Q9UJX3	Q9UJX3	ANAPC7	ANAPC7	51434	51434	ENST00000450008 [Q9UJX3-2];ENST00000455511 [Q9UJX3-1]	ENST00000450008 [Q9UJX3-2];ENST00000455511 [Q9UJX3-1]	association	biogrid	19091741	0.33064	1	0.575013043330323	High	Small-scale	hsa04110
437870.html	P37173	P62714	TGFBR2	PPP2CB	7048	5516	ENST00000295754 [P37173-1];ENST00000359013 [P37173-2]	ENST00000221138	physical association	intact	24412244	0.34859	0.55	0.437863563224893	High	High-throughput	hsa04350
286541.html	O14929	P62805	HAT1	HIST1H4A; HIST1H4B; HIST1H4C; HIST1H4D; HIST1H4E; HIST1H4F; HIST1H4H; HIST1H4I; HIST1H4J; HIST1H4K; HIST1H4L; HIST2H4A; HIST2H4B; HIST4H4	8520	121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370	ENST00000264108	ENST00000244537;ENST00000355057;ENST00000358064;ENST00000377727;ENST00000377745;ENST00000377803;ENST00000539745;ENST00000578186;ENST00000579512;ENST00000611927;ENST00000612061;ENST00000613412;ENST00000614247;ENST00000614272;ENST00000615164;ENST00000615353;ENST00000617569;ENST00000618193;ENST00000618305;ENST00000621520;ENST00000634560;ENST00000634956;ENST00000635491	direct interaction;physical association;association	intact	22615379;19862764;9427644;22228774	0.8251	0.6	0.703605002824738	High	Small-scale	hsa05034
333639.html	P16333	Q13094	NCK1	LCP2	4690	3937	ENST00000288986 [P16333-1];ENST00000469404 [P16333-2];ENST00000481752 [P16333-1]	ENST00000046794	direct interaction;physical association;association	intact	15929943;20562827;22267732;15388330;21725281;10229072	0.90598	1	0.951829816721456	High	Small-scale	hsa04660
303314.html	P51149	Q96NA2	RAB7A	RILP	7879	83547	ENST00000265062	ENST00000301336 [Q96NA2-1];ENST00000622136 [Q96NA2-1]	direct interaction;physical association;association	intact	18552835;25445562;18787122;11179213;26911690;26496610;11448994	0.92517	1	0.961857577814928	High	Small-scale	hsa05132
452043.html	P46108	Q92569	CRK	PIK3R3	1398	8503	ENST00000300574 [P46108-1];ENST00000398970 [P46108-2]	ENST00000262741 [Q92569-1];ENST00000372006 [Q92569-1];ENST00000420542 [Q92569-1];ENST00000423209 [Q92569-2]	direct interaction;physical association;association	intact	25814554;19380743;unassigned1126	0.71362	1	0.844760321037867	High	High-throughput	hsa05200;hsa05220
406339.html	Q96QV6	Q92769	HIST1H2AA	HDAC2	221613	3066	ENST00000297012	ENST00000368632 [Q92769-3];ENST00000519065 [Q92769-1];ENST00000519108 [Q92769-3]	direct interaction	biogrid	24722339	0.41838	0.6	0.50102694538318	High	Small-scale	hsa05034
371796.html	Q9UBD3	P46094	XCL2	XCR1	6846	2829	ENST00000367819	ENST00000309285	direct interaction	hprd	9632725	0.27808	1	0.527332911925664	High	Small-scale	hsa04060
74501.html	P78314	Q9UKW4	SH3BP2	VAV3	6452	10451	ENST00000356331 [P78314-1];ENST00000435136 [P78314-1];ENST00000442312 [P78314-3];ENST00000452765 [P78314-1];ENST00000503393 [P78314-4];ENST00000511747 [P78314-1];ENST00000513020 [P78314-2];ENST00000515737 [P78314-2]	ENST00000370056 [Q9UKW4-1];ENST00000415432 [Q9UKW4-3];ENST00000527011 [Q9UKW4-4]	direct interaction;physical association	intact	14757747;15345594	0.5286	1	0.727048829171741	High	Small-scale	hsa04650
307355.html	P01116	O14827	KRAS	RASGRF2	3845	5924	ENST00000256078 [P01116-1];ENST00000311936 [P01116-2]	ENST00000265080	direct interaction	biogrid	11238945	0.41838	1	0.646823005156743	High	Small-scale	hsa04010;hsa04014
79218.html	P60953	Q16584	CDC42	MAP3K11	998	4296	ENST00000315554 [P60953-1];ENST00000344548 [P60953-2];ENST00000400259 [P60953-2]	ENST00000309100 [Q16584-1];ENST00000530153 [Q16584-2]	direct interaction;physical association	intact	20890305;25241761;10799501;16253996;9427749	0.82339	0.6	0.702875522407773	High	Small-scale	hsa04932
353008.html	Q92585	Q9UM47	MAML1	NOTCH3	9794	4854	ENST00000292599;ENST00000638220	ENST00000263388	direct interaction	biogrid	11101851	0.46269	1	0.680213201871296	High	Small-scale	hsa04658
110009.html	Q6ICR9	P06340	HLA-DMA	HLA-DOA	3108	3111		ENST00000229829;ENST00000383226;ENST00000426070;ENST00000426685;ENST00000434335;ENST00000438987;ENST00000452598	physical association	dip	23222639	0.3819	1	0.617980582219215	High	Small-scale	hsa04612
351520.html	P20827	P54764	EFNA1	EPHA4	1942	2043	ENST00000368406 [P20827-2];ENST00000368407 [P20827-1]	ENST00000281821 [P54764-1];ENST00000409938 [P54764-1]	direct interaction;physical association	biogrid	10366629;19836338;8755474	0.67286	1	0.820280439849689	High	Small-scale	hsa04360
256923.html	P63104	Q92934	YWHAZ	BAD	7534	572	ENST00000353245 [P63104-1];ENST00000395951 [P63104-1];ENST00000395953 [P63104-1];ENST00000395956 [P63104-1];ENST00000395957 [P63104-1];ENST00000395958 [P63104-1];ENST00000419477 [P63104-1];ENST00000457309 [P63104-1];ENST00000522542 [P63104-2]	ENST00000309032;ENST00000394532	direct interaction;physical association;association	intact	11410287;25770209;11526496;19427857;19667065;11697890;21076048;21988832;23397142;20936779	0.94439	0.6	0.752750954831676	High	Small-scale	hsa04151
84847.html	P46937	Q99594	YAP1	TEAD3	10413	7005	ENST00000282441 [P46937-1];ENST00000345877 [P46937-7];ENST00000524575 [P46937-4];ENST00000526343 [P46937-5];ENST00000531439 [P46937-2];ENST00000537274 [P46937-8];ENST00000615667 [P46937-9];ENST00000629586 [P46937-3]	ENST00000639578	physical association;association	intact	25751139;24366813;24255178	0.71658	0.6	0.655704201603131	High	Small-scale	hsa04392
88824.html	Q13905	P62834	RAPGEF1	RAP1A	2889	5906	ENST00000372189 [Q13905-1];ENST00000372190 [Q13905-3];ENST00000372195 [Q13905-4]	ENST00000356415;ENST00000369709	direct interaction	dip	22081014	0.41838	1	0.646823005156743	High	Small-scale	hsa04015;hsa04510;hsa04722;hsa05211
276300.html	P60709	Q9UQB8	ACTB	BAIAP2	60	10458	ENST00000331789	ENST00000321280 [Q9UQB8-4];ENST00000321300 [Q9UQB8-1];ENST00000428708 [Q9UQB8-2];ENST00000435091 [Q9UQB8-5];ENST00000575712 [Q9UQB8-3]	physical association	intact	19171758	0.3819	0.55	0.458306665890864	High	Small-scale	hsa04520
257926.html	Q99836	P51617	MYD88	IRAK1	4615	3654	ENST00000443433;ENST00000495303	ENST00000369974 [P51617-4];ENST00000369980 [P51617-1];ENST00000393687 [P51617-2]	direct interaction;physical association;association	intact	17276401;21179087;16951688;17548806;12538665;11544529;16461741;10383454;11976320;16024789;11960013;17920759;21903422;10854325;22011580;17567694	0.96199	1	0.980810889009701	High	Small-scale	hsa04064;hsa04620;hsa05133;hsa05140;hsa05142;hsa05145;hsa05162
5084.html	P10415	P04637	BCL2	TP53	596	7157	ENST00000333681 [P10415-1];ENST00000398117 [P10415-1];ENST00000589955 [P10415-2]	ENST00000269305 [P04637-1];ENST00000420246 [P04637-2];ENST00000445888 [P04637-1];ENST00000455263 [P04637-3];ENST00000504290 [P04637-9];ENST00000504937 [P04637-7];ENST00000510385 [P04637-8];ENST00000610292 [P04637-4];ENST00000610538 [P04637-6];ENST00000617185 [P04637-2];ENST00000619485 [P04637-4];ENST00000620739 [P04637-4];ENST00000622645 [P04637-5]	physical association;association	intact	19521340;12667443;21624955;21597459	0.78472	1	0.885844230099175	High	Small-scale	hsa04071
115798.html	Q13042	P30260	CDC16	CDC27	8881	996	ENST00000252457 [Q13042-2];ENST00000356221 [Q13042-1];ENST00000360383 [Q13042-1];ENST00000375308 [Q13042-4];ENST00000375310 [Q13042-4]	ENST00000066544 [P30260-1];ENST00000531206 [P30260-2]	direct interaction;physical association;association	intact	20360068;16364912;10922056;24100295;unassigned1312;12956947;17187060;9356466;25306918;9628895;22193957;21043528;21186364;26496610;20733055;14657031;9405394;16648845	0.96774	0.6	0.762	High	Small-scale	hsa04110
49919.html	P10144	Q14790	GZMB	CASP8	3002	841	ENST00000216341	ENST00000264274 [Q14790-3];ENST00000264275 [Q14790-4];ENST00000323492 [Q14790-2];ENST00000358485 [Q14790-9];ENST00000392258 [Q14790-5];ENST00000392263 [Q14790-2];ENST00000432109 [Q14790-1]	direct interaction	biogrid	17283187	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04210
137894.html	P12931	P00533	SRC	EGFR	6714	1956	ENST00000358208 [P12931-1];ENST00000373558 [P12931-2];ENST00000373567 [P12931-1];ENST00000373578 [P12931-1]	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	direct interaction;physical association;association	intact	20624308;17158602;20935677;8845374;23175185;17284441;10358079;21573184;21268077;10971656;24658140;24189400;11983694;20333651;25402006;10075741;21278788;10777553	0.96653	1	0.983122576284361	High	Small-scale	hsa04912;hsa04921
543331.html	P10827	Q15596	THRA	NCOA2	7067	10499	ENST00000264637 [P10827-1];ENST00000394121 [P10827-1];ENST00000450525 [P10827-2];ENST00000546243 [P10827-2];ENST00000584985 [P10827-3]	ENST00000452400	physical association	biogrid	11117530	0.3819	1	0.617980582219215	High	Small-scale	hsa04919
536886.html	P01112	P10398	HRAS	ARAF	3265	369	ENST00000311189 [P01112-1];ENST00000397594 [P01112-2];ENST00000397596 [P01112-1];ENST00000417302 [P01112-2];ENST00000451590 [P01112-1];ENST00000493230 [P01112-2];ENST00000610977 [P01112-1];ENST00000615062 [P01112-1];ENST00000616241 [P01112-2];ENST00000631404 [P01112-1];ENST00000631967 [P01112-2];ENST00000634098 [P01112-2]	ENST00000377039 [P10398-2];ENST00000377045 [P10398-1]	direct interaction;physical association	intact	24441586;12620389	0.65062	1	0.806610190860492	High	Small-scale	hsa01521;hsa01522;hsa04012;hsa04068;hsa04650;hsa04720;hsa04726;hsa04730;hsa04810;hsa04910;hsa05034;hsa05160;hsa05200;hsa05205;hsa05213;hsa05214;hsa05215;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224
470543.html	P29084	Q7KZF4	GTF2E2	SND1	2961	27044	ENST00000355904	ENST00000354725	direct interaction	biogrid	7651391	0.41838	0.55	0.479696779226211	High	Small-scale	hsa05169
280757.html	P49674	Q04917	CSNK1E	YWHAH	102800317;1454	7533	ENST00000359867;ENST00000396832;ENST00000403904	ENST00000248975	physical association	intact	19860830	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04390
255337.html	P25025	P80162	CXCR2	CXCL6	3579	6372	ENST00000318507	ENST00000226317	direct interaction	hprd	9692902;10593335	0.40393	1	0.635554875679512	High	Small-scale	hsa04060;hsa04062
101184.html	O14543	P19838	SOCS3	NFKB1	9021	4790	ENST00000330871	ENST00000226574 [P19838-2];ENST00000394820 [P19838-1];ENST00000505458 [P19838-1];ENST00000600343 [P19838-3]	physical association	biogrid	21451109	0.3819	1	0.617980582219215	High	Small-scale	hsa04920
359551.html	Q9NZL6	P01112	RGL1	HRAS	23179	3265	ENST00000304685 [Q9NZL6-2];ENST00000360851 [Q9NZL6-1]	ENST00000311189 [P01112-1];ENST00000397594 [P01112-2];ENST00000397596 [P01112-1];ENST00000417302 [P01112-2];ENST00000451590 [P01112-1];ENST00000493230 [P01112-2];ENST00000610977 [P01112-1];ENST00000615062 [P01112-1];ENST00000616241 [P01112-2];ENST00000631404 [P01112-1];ENST00000631967 [P01112-2];ENST00000634098 [P01112-2]	direct interaction;physical association	intact	24441586;10545207;20936779	0.74777	1	0.864736954223653	High	Small-scale	hsa04014
263243.html	B7Z3D6	P06400		RB1	983	5925		ENST00000267163	direct interaction	hprd	1756735	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04110
85378.html	P10144	P55210	GZMB	CASP7	3002	840	ENST00000216341	ENST00000345633 [P55210-1];ENST00000369315 [P55210-1];ENST00000369318 [P55210-1];ENST00000369331 [P55210-2];ENST00000452490 [P55210-4];ENST00000614447 [P55210-2];ENST00000621345 [P55210-1];ENST00000621607 [P55210-3]	direct interaction	biogrid	17283187	0.41838	0.6	0.50102694538318	High	Small-scale	hsa04210
82395.html	P00742	P08709	F10	F7	2159	2155	ENST00000375559	ENST00000346342 [P08709-2];ENST00000375581 [P08709-1]	direct interaction	biogrid	11560488	0.41838	1	0.646823005156743	High	Small-scale	hsa04610
333110.html	P48736	P01116	PIK3CG	KRAS	5294	3845	ENST00000359195;ENST00000440650;ENST00000496166	ENST00000256078 [P01116-1];ENST00000311936 [P01116-2]	direct interaction;physical association	biogrid	10542052	0.52419	1	0.72400966844373	High	Small-scale	hsa04062;hsa04725
500988.html	Q07812	P10415	BAX	BCL2	581	596	ENST00000293288 [Q07812-2];ENST00000345358 [Q07812-1];ENST00000354470 [Q07812-4];ENST00000356483 [Q07812-5];ENST00000415969 [Q07812-8];ENST00000515540 [Q07812-3]	ENST00000333681 [P10415-1];ENST00000398117 [P10415-1];ENST00000589955 [P10415-2]	direct interaction;physical association;association	intact	18981409;14980220;23479509;9388232;21778226;17097560;21199865;8358790;17525735;15231068;21671007;17289999;16642033;26004684;22262057;10716992;10620799;9111042;9463381	0.97136	1	0.985575973733126	High	Small-scale	hsa05200;hsa05210
109404.html	Q92934	P45983	BAD	MAPK8	572	5599	ENST00000309032;ENST00000394532	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	physical association	intact	23397142	0.3819	0.55	0.458306665890864	High	Small-scale	hsa04210
429664.html	Q16665	Q09472	HIF1A	EP300	3091	2033	ENST00000323441 [Q16665-2];ENST00000337138 [Q16665-1];ENST00000539097 [Q16665-3]	ENST00000263253	direct interaction;physical association;association	intact	12042299;12588875;19589782;8917528;22684029;20603618;11940656;22807441;22735262;17906695;18519678;23880760;21187066;22219185;16847340;17382325;19696166;11823643;23966271;12778114;19074848;23618863;15261140;14691445;24421387;21148070;23746844;19940151;11959990;17502379;26751287;12914934;16543236;19071119;25192544;18268343;19680224;15154850	0.99057	1	0.995273831666441	High	Small-scale	hsa05200
370667.html	Q9H3S1	Q9ULL4	SEMA4A	PLXNB3	64218	5365	ENST00000355014 [Q9H3S1-1];ENST00000368282 [Q9H3S1-1];ENST00000368284 [Q9H3S1-2];ENST00000368285 [Q9H3S1-1]	ENST00000361971 [Q9ULL4-1];ENST00000538966 [Q9ULL4-2]	direct interaction	intact	17318185	0.41838	1	0.646823005156743	High	Small-scale	hsa04360
320696.html	O15444	P46092	CCL25	CCR10	6370	2826	ENST00000253451 [O15444-3];ENST00000390669 [O15444-1]	ENST00000332438	direct interaction	hprd	10706668	0.27808	1	0.527332911925664	High	Small-scale	hsa04062
370175.html	P63165	P49792	SUMO1	RANBP2	7341	5903	ENST00000392244 [P63165-2];ENST00000392245 [P63165-1];ENST00000392246 [P63165-1]	ENST00000283195	direct interaction;physical association	biogrid	16524884;22578841;18359863	0.74196	1	0.861371000208389	High	Small-scale	hsa03013
126367.html	Q13415	Q14566	ORC1	MCM6	4998	4175	ENST00000371566;ENST00000371568	ENST00000264156	direct interaction	biogrid	12614612	0.38507	0.6	0.48066828478692	High	Small-scale	hsa04110
50342.html	Q92793	P51692	CREBBP	STAT5B	1387	6777	ENST00000262367 [Q92793-1];ENST00000382070 [Q92793-2]	ENST00000293328	association	intact	9989503	0.33064	0.6	0.445403188134077	High	Small-scale	hsa04630
39175.html	P08754	P14416	GNAI3	DRD2	2773	1813	ENST00000369851	ENST00000346454 [P14416-2];ENST00000362072 [P14416-1];ENST00000538967 [P14416-3];ENST00000542968 [P14416-1]	direct interaction	hprd	10978845	0.27808	1	0.527332911925664	High	Small-scale	hsa04015;hsa04024;hsa04540;hsa04728;hsa05012;hsa05030;hsa05034
248380.html	P10721	Q06124	KIT	PTPN11	3815	5781	ENST00000288135 [P10721-1];ENST00000412167 [P10721-2]	ENST00000351677 [Q06124-2];ENST00000392597 [Q06124-3];ENST00000635625 [Q06124-1]	direct interaction;physical association	intact	24728074;7523381;9528781;12444928	0.77749	1	0.881753933929415	High	Small-scale	hsa04072
48318.html	P08047	P45983	SP1	MAPK8	6667	5599	ENST00000327443 [P08047-1];ENST00000426431 [P08047-2]	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	direct interaction;physical association	biogrid	25398907;19245816	0.58918	0.55	0.569253019315664	High	Small-scale	hsa01522
387881.html	P12259	P07225	F5	PROS1	2153	5627	ENST00000367797	ENST00000394236	direct interaction	biogrid	10593904;8428962	0.60481	0.6	0.602400199203154	High	Small-scale	hsa04610
432362.html	P33992	O43913	MCM5	ORC5	4174	5001	ENST00000216122	ENST00000297431 [O43913-1];ENST00000447452 [O43913-2]	direct interaction	intact	15232106	0.47896	0.6	0.536074621671274	High	High-throughput	hsa04110
518570.html	P17612	P61224	PRKACA	RAP1B	5566	5908	ENST00000308677 [P17612-1];ENST00000589994 [P17612-2]	ENST00000250559 [P61224-1];ENST00000341355 [P61224-1];ENST00000393436 [P61224-1];ENST00000450214 [P61224-4];ENST00000537460 [P61224-1];ENST00000539091 [P61224-4];ENST00000540209 [P61224-3];ENST00000542145 [P61224-2]	direct interaction	hprd	12089143	0.27808	1	0.527332911925664	High	Small-scale	hsa04010;hsa04720
160726.html	Q16539	O75676	MAPK14	RPS6KA4	1432	8986	ENST00000229794 [Q16539-1];ENST00000229795 [Q16539-2];ENST00000310795 [Q16539-4]	ENST00000334205 [O75676-1]	direct interaction;physical association;association	intact	26186194;10806207;25852190;9792677;23602568	0.87968	1	0.937912575883275	High	Small-scale	hsa04010;hsa04668
271505.html	Q8TDX7	Q96P20	NEK7	NLRP3	140609	114548	ENST00000367383 [Q8TDX7-2];ENST00000367385 [Q8TDX7-1];ENST00000538004 [Q8TDX7-1]	ENST00000336119 [Q96P20-1];ENST00000348069 [Q96P20-2];ENST00000366496 [Q96P20-5];ENST00000366497 [Q96P20-5];ENST00000391827 [Q96P20-4];ENST00000391828 [Q96P20-1]	physical association	dip	26814970	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04621
