#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-16435576	intact:EBI-366017	-	uniprotkb:Q13671	psi-mi:"ccsb orf id: 53744"|psi-mi:EBI-16435576	psi-mi:rin1_human|psi-mi:RIN1|uniprotkb:O15010|uniprotkb:Q00427|uniprotkb:Q96CC8|uniprotkb:RIN1|uniprotkb:Ras interaction/interference protein 1|uniprotkb:Ras inhibitor JC99	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472602	intact-miscore:0.36784992
intact:EBI-741037	intact:EBI-16435574	uniprotkb:Q9BRK4	-	psi-mi:lzts2_human|psi-mi:LZTS2|uniprotkb:Q8N3I0|uniprotkb:Q96J79|uniprotkb:Q96JL2|uniprotkb:B1AL14|uniprotkb:D3DR72|uniprotkb:Protein LAPSER1|uniprotkb:LZTS2|uniprotkb:KIAA1813|uniprotkb:LAPSER1	psi-mi:"ccsb isoform id: rin1_3"|psi-mi:EBI-16435574	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472586	intact-miscore:0.36784992
intact:EBI-741037	intact:EBI-366034	uniprotkb:Q9BRK4	uniprotkb:Q13671-2	psi-mi:lzts2_human|psi-mi:LZTS2|uniprotkb:Q8N3I0|uniprotkb:Q96J79|uniprotkb:Q96JL2|uniprotkb:B1AL14|uniprotkb:D3DR72|uniprotkb:Protein LAPSER1|uniprotkb:LZTS2|uniprotkb:KIAA1813|uniprotkb:LAPSER1	psi-mi:q13671-2|psi-mi:RIN1|uniprotkb:RIN1|uniprotkb:Ras inhibitor JC99|uniprotkb:Ras interaction/interference protein 1	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472570	intact-miscore:0.36784992
intact:EBI-2864512	intact:EBI-714003	uniprotkb:P50221	uniprotkb:P52756	psi-mi:meox1_human|psi-mi:MEOX1|uniprotkb:A8K524|uniprotkb:Q15069|uniprotkb:A8MWF9|uniprotkb:MEOX1|uniprotkb:MOX1|uniprotkb:Mesenchyme homeobox 1	psi-mi:rbm5_human|psi-mi:RBM5|uniprotkb:Q93021|uniprotkb:Q9BU14|uniprotkb:Q9UKY8|uniprotkb:Q9UL24|uniprotkb:B2RA45|uniprotkb:B4DM16|uniprotkb:B4DMF9|uniprotkb:B4DZ63|uniprotkb:Q9HDA6|uniprotkb:RNA-binding motif protein 5|uniprotkb:Putative tumor suppressor LUCA15|uniprotkb:Protein G15|uniprotkb:Renal carcinoma antigen NY-REN-9|uniprotkb:RBM5|uniprotkb:H37|uniprotkb:LUCA15|intact:EBI-16431417	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472551	intact-miscore:0.36784992
intact:EBI-742268	intact:EBI-2341483	uniprotkb:O75478	uniprotkb:Q9Y252	psi-mi:tad2a_human|psi-mi:TADA2A|uniprotkb:A8MVD0|uniprotkb:B3KMU9|uniprotkb:Q9UCW2|uniprotkb:Q9UP49|uniprotkb:Q9BVJ0|uniprotkb:TADA2A|uniprotkb:TADA2L|uniprotkb:Transcriptional adapter 2-like|uniprotkb:KL04P|intact:EBI-1204772	psi-mi:rnf6_human|psi-mi:RNF6|uniprotkb:Q9UF41|uniprotkb:B4DDP0|uniprotkb:Q9BZP5|uniprotkb:Q5W0H0|uniprotkb:RNF6|uniprotkb:SPG2|uniprotkb:RING-type E3 ubiquitin transferase RNF6	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16472834	intact-miscore:0.36784992
intact:EBI-10829018	intact:EBI-743686	uniprotkb:Q04864-2	uniprotkb:P23297	psi-mi:q04864-2|psi-mi:REL|uniprotkb:REL	psi-mi:s10a1_human|psi-mi:S100A1|uniprotkb:Q5T7Y3|uniprotkb:B2R5D9|uniprotkb:S100 calcium-binding protein A1|uniprotkb:S-100 protein subunit alpha|uniprotkb:S-100 protein alpha chain|uniprotkb:S100A1|uniprotkb:S100A	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473636	intact-miscore:0.36784992
intact:EBI-11522811	intact:EBI-16436147	uniprotkb:Q8IUQ4-2	uniprotkb:A0A0S2Z4M5	psi-mi:q8iuq4-2|psi-mi:SIAH1|uniprotkb:SIAH1|uniprotkb:HUMSIAH|uniprotkb:Seven in absentia homolog 1|uniprotkb:Siah-1a|uniprotkb:RING-type E3 ubiquitin transferase SIAH1	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473617	intact-miscore:0.36784992
intact:EBI-11522811	intact:EBI-748576	uniprotkb:Q8IUQ4-2	uniprotkb:P28702	psi-mi:q8iuq4-2|psi-mi:SIAH1|uniprotkb:SIAH1|uniprotkb:HUMSIAH|uniprotkb:Seven in absentia homolog 1|uniprotkb:Siah-1a|uniprotkb:RING-type E3 ubiquitin transferase SIAH1	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473598	intact-miscore:0.36784992
intact:EBI-10961624	intact:EBI-16436147	uniprotkb:Q2TAC2-2	uniprotkb:A0A0S2Z4M5	psi-mi:q2tac2-2|psi-mi:CCDC57|uniprotkb:CCDC57	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473582	intact-miscore:0.36784992
intact:EBI-10961624	intact:EBI-748576	uniprotkb:Q2TAC2-2	uniprotkb:P28702	psi-mi:q2tac2-2|psi-mi:CCDC57|uniprotkb:CCDC57	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473566	intact-miscore:0.36784992
intact:EBI-618309	intact:EBI-748576	uniprotkb:Q08379	uniprotkb:P28702	psi-mi:goga2_human|psi-mi:GOLGA2|uniprotkb:Q6GRM9|uniprotkb:Q9BRB0|uniprotkb:Q9NYF9|uniprotkb:A0A0C4DGS5|uniprotkb:GOLGA2|uniprotkb:130 kDa cis-Golgi matrix protein|uniprotkb:GM130 autoantigen|uniprotkb:Golgin-95|intact:EBI-11522202	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473545|intact:EBI-16473070	intact-miscore:0.36784992
intact:EBI-473249	intact:EBI-16429002	uniprotkb:O75528	-	psi-mi:tada3_human|psi-mi:TADA3|uniprotkb:Q9UFS2|uniprotkb:Q6FI83|uniprotkb:ADA3 homolog|uniprotkb:STAF54|uniprotkb:TADA3|uniprotkb:ADA3|uniprotkb:TADA3L|uniprotkb:Transcriptional adapter 3-like	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473526	intact-miscore:0.36784992
intact:EBI-473249	intact:EBI-16436147	uniprotkb:O75528	uniprotkb:A0A0S2Z4M5	psi-mi:tada3_human|psi-mi:TADA3|uniprotkb:Q9UFS2|uniprotkb:Q6FI83|uniprotkb:ADA3 homolog|uniprotkb:STAF54|uniprotkb:TADA3|uniprotkb:ADA3|uniprotkb:TADA3L|uniprotkb:Transcriptional adapter 3-like	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473507	intact-miscore:0.36784992
intact:EBI-473249	intact:EBI-748576	uniprotkb:O75528	uniprotkb:P28702	psi-mi:tada3_human|psi-mi:TADA3|uniprotkb:Q9UFS2|uniprotkb:Q6FI83|uniprotkb:ADA3 homolog|uniprotkb:STAF54|uniprotkb:TADA3|uniprotkb:ADA3|uniprotkb:TADA3L|uniprotkb:Transcriptional adapter 3-like	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473488	intact-miscore:0.36784992
intact:EBI-1105213	intact:EBI-16429002	uniprotkb:Q9UBB9	-	psi-mi:tfp11_human|psi-mi:TFIP11|uniprotkb:O95908|uniprotkb:Q5H8V8|uniprotkb:Q9UGV7|uniprotkb:Q9Y2Q8|uniprotkb:Q20WL0|uniprotkb:TFIP11|uniprotkb:HSPC006|uniprotkb:STIP|uniprotkb:Septin and tuftelin-interacting protein 1	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473472	intact-miscore:0.36784992
intact:EBI-1105213	intact:EBI-16436147	uniprotkb:Q9UBB9	uniprotkb:A0A0S2Z4M5	psi-mi:tfp11_human|psi-mi:TFIP11|uniprotkb:O95908|uniprotkb:Q5H8V8|uniprotkb:Q9UGV7|uniprotkb:Q9Y2Q8|uniprotkb:Q20WL0|uniprotkb:TFIP11|uniprotkb:HSPC006|uniprotkb:STIP|uniprotkb:Septin and tuftelin-interacting protein 1	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473456	intact-miscore:0.36784992
intact:EBI-1105213	intact:EBI-748576	uniprotkb:Q9UBB9	uniprotkb:P28702	psi-mi:tfp11_human|psi-mi:TFIP11|uniprotkb:O95908|uniprotkb:Q5H8V8|uniprotkb:Q9UGV7|uniprotkb:Q9Y2Q8|uniprotkb:Q20WL0|uniprotkb:TFIP11|uniprotkb:HSPC006|uniprotkb:STIP|uniprotkb:Septin and tuftelin-interacting protein 1	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473440	intact-miscore:0.36784992
intact:EBI-11952721	intact:EBI-748576	uniprotkb:Q05BL1	uniprotkb:P28702	psi-mi:q05bl1_human|psi-mi:TP53BP2|uniprotkb:TP53BP2|intact:EBI-12700013	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473423	intact-miscore:0.36784992
intact:EBI-12417284	intact:EBI-16429002	uniprotkb:Q96RI1-1	-	psi-mi:q96ri1-1|psi-mi:NR1H4|uniprotkb:NR1H4|uniprotkb:BAR|uniprotkb:FXR|uniprotkb:Farnesoid X-activated receptor|uniprotkb:Farnesol receptor HRR-1|uniprotkb:HRR1|uniprotkb:Nuclear receptor subfamily 1 group H member 4|uniprotkb:RIP14|uniprotkb:FXRalpha1|uniprotkb:"FXRalpha1(+)"|uniprotkb:Retinoid X receptor-interacting protein 14	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473406	intact-miscore:0.36784992
intact:EBI-12417284	intact:EBI-16436147	uniprotkb:Q96RI1-1	uniprotkb:A0A0S2Z4M5	psi-mi:q96ri1-1|psi-mi:NR1H4|uniprotkb:NR1H4|uniprotkb:BAR|uniprotkb:FXR|uniprotkb:Farnesoid X-activated receptor|uniprotkb:Farnesol receptor HRR-1|uniprotkb:HRR1|uniprotkb:Nuclear receptor subfamily 1 group H member 4|uniprotkb:RIP14|uniprotkb:FXRalpha1|uniprotkb:"FXRalpha1(+)"|uniprotkb:Retinoid X receptor-interacting protein 14	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473389	intact-miscore:0.36784992
intact:EBI-10171697	intact:EBI-748576	uniprotkb:Q6A162	uniprotkb:P28702	psi-mi:k1c40_human|psi-mi:KRT40|uniprotkb:Q6IFU5|uniprotkb:KRT40|uniprotkb:Cytokeratin-40|uniprotkb:KA36|uniprotkb:Keratin-40|uniprotkb:Type I hair keratin Ka36	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473371	intact-miscore:0.36784992
intact:EBI-348604	intact:EBI-16429002	uniprotkb:Q96S82	-	psi-mi:ubl7_human|psi-mi:UBL7|uniprotkb:Q96I03|uniprotkb:D3DW57|uniprotkb:Ubiquitin-like protein SB132|uniprotkb:Bone marrow stromal cell ubiquitin-like protein|uniprotkb:UBL7|uniprotkb:BMSCUBP|uniprotkb:SB132	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473355	intact-miscore:0.36784992
intact:EBI-348604	intact:EBI-16436147	uniprotkb:Q96S82	uniprotkb:A0A0S2Z4M5	psi-mi:ubl7_human|psi-mi:UBL7|uniprotkb:Q96I03|uniprotkb:D3DW57|uniprotkb:Ubiquitin-like protein SB132|uniprotkb:Bone marrow stromal cell ubiquitin-like protein|uniprotkb:UBL7|uniprotkb:BMSCUBP|uniprotkb:SB132	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473339	intact-miscore:0.36784992
intact:EBI-348604	intact:EBI-748576	uniprotkb:Q96S82	uniprotkb:P28702	psi-mi:ubl7_human|psi-mi:UBL7|uniprotkb:Q96I03|uniprotkb:D3DW57|uniprotkb:Ubiquitin-like protein SB132|uniprotkb:Bone marrow stromal cell ubiquitin-like protein|uniprotkb:UBL7|uniprotkb:BMSCUBP|uniprotkb:SB132	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473323	intact-miscore:0.36784992
intact:EBI-413374	intact:EBI-16429002	uniprotkb:P10276	-	psi-mi:rara_human|psi-mi:RARA|uniprotkb:P78456|uniprotkb:Q13440|uniprotkb:Q13441|uniprotkb:Q96S41|uniprotkb:Q9NQS0|uniprotkb:B8Y636|uniprotkb:RARA|uniprotkb:NR1B1|uniprotkb:Nuclear receptor subfamily 1 group B member 1|dip:DIP-34N	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473306	intact-miscore:0.36784992
intact:EBI-717422	intact:EBI-16429002	uniprotkb:Q12800	-	psi-mi:tfcp2_human|psi-mi:TFCP2|uniprotkb:Q12801|uniprotkb:Q9UD77|uniprotkb:A8K5E9|uniprotkb:Q9UD75|uniprotkb:Transcription factor LSF|uniprotkb:SAA3 enhancer factor|uniprotkb:TFCP2|uniprotkb:LSF|uniprotkb:SEF	psi-mi:"ccsb isoform id: rxrb_4"|psi-mi:EBI-16429002	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473290	intact-miscore:0.36784992
intact:EBI-717422	intact:EBI-16436147	uniprotkb:Q12800	uniprotkb:A0A0S2Z4M5	psi-mi:tfcp2_human|psi-mi:TFCP2|uniprotkb:Q12801|uniprotkb:Q9UD77|uniprotkb:A8K5E9|uniprotkb:Q9UD75|uniprotkb:Transcription factor LSF|uniprotkb:SAA3 enhancer factor|uniprotkb:TFCP2|uniprotkb:LSF|uniprotkb:SEF	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473274	intact-miscore:0.36784992
intact:EBI-717422	intact:EBI-748576	uniprotkb:Q12800	uniprotkb:P28702	psi-mi:tfcp2_human|psi-mi:TFCP2|uniprotkb:Q12801|uniprotkb:Q9UD77|uniprotkb:A8K5E9|uniprotkb:Q9UD75|uniprotkb:Transcription factor LSF|uniprotkb:SAA3 enhancer factor|uniprotkb:TFCP2|uniprotkb:LSF|uniprotkb:SEF	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473258	intact-miscore:0.36784992
intact:EBI-1050964	intact:EBI-16436147	uniprotkb:O43586	uniprotkb:A0A0S2Z4M5	psi-mi:ppip1_human|psi-mi:PSTPIP1|uniprotkb:O43585|uniprotkb:O95657|uniprotkb:B5BUK4|uniprotkb:B5BU74|uniprotkb:CD2-binding protein 1|uniprotkb:H-PIP|uniprotkb:PSTPIP1|uniprotkb:CD2BP1	psi-mi:a0a0s2z4m5_human|psi-mi:RXRB|uniprotkb:RXRB	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473242	intact-miscore:0.36784992
intact:EBI-1050964	intact:EBI-748576	uniprotkb:O43586	uniprotkb:P28702	psi-mi:ppip1_human|psi-mi:PSTPIP1|uniprotkb:O43585|uniprotkb:O95657|uniprotkb:B5BUK4|uniprotkb:B5BU74|uniprotkb:CD2-binding protein 1|uniprotkb:H-PIP|uniprotkb:PSTPIP1|uniprotkb:CD2BP1	psi-mi:rxrb_human|psi-mi:RXRB|uniprotkb:P28703|uniprotkb:Q59G65|uniprotkb:Q5JP92|uniprotkb:Q5STQ1|uniprotkb:Retinoid X receptor beta|uniprotkb:Nuclear receptor subfamily 2 group B member 2|uniprotkb:RXRB|uniprotkb:NR2B2	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16473226	intact-miscore:0.36784992
